0	0.913113
1	0.922532
2	1.00935
3	1.00935
4	1.00935
5	1.00935
6	1.00935
7	1.00935
8	1.00935
9	1.00935
10	1.01256
11	1.01284
12	1.09198
13	1.09198
14	1.09198
15	1.09198
16	1.09198
17	1.09198
18	1.09198
19	1.09198
20	1.13316
21	1.13316
22	1.13316
23	1.13316
24	1.13316
25	1.13316
26	1.1745
27	1.1745
28	1.1745
29	1.1745
30	1.1745
31	1.1745
32	1.1745
33	1.1745
34	1.17578
35	1.17629
36	1.17629
37	1.17629
38	1.17629
39	1.17629
40	1.17629
41	1.17629
42	1.17629
43	1.17629
44	1.17629
45	1.18667
46	1.19904
47	1.19904
48	1.21235
49	1.21235
50	1.21235
51	1.21235
52	1.21235
53	1.21235
54	1.21235
55	1.21235
56	1.21235
57	1.21396
58	1.21396
59	1.21396
60	1.21396
61	1.21396
62	1.21396
63	1.24264
64	1.24264
65	1.24264
66	1.24264
67	1.24264
68	1.24264
69	1.24264
70	1.24264
71	1.24264
72	1.24264
73	1.24264
74	1.24264
75	1.24264
76	1.24264
77	1.24264
78	1.24264
79	1.24264
80	1.24264
81	1.24264
82	1.24264
83	1.24264
84	1.24264
85	1.24264
86	1.24264
87	1.24264
88	1.24264
89	1.24264
90	1.24264
91	1.24264
92	1.24264
93	1.24264
94	1.24264
95	1.24264
96	1.24264
97	1.24264
98	1.24264
99	1.24264
100	1.24264
101	1.24264
102	1.24264
103	1.24264
104	1.24264
105	1.24264
106	1.24264
107	1.24264
108	1.24264
109	1.24264
110	1.24264
111	1.24264
112	1.24264
113	1.24264
114	1.24264
115	1.24264
116	1.24264
117	1.24264
118	1.24264
119	1.24264
120	1.24264
121	1.24264
122	1.24264
123	1.24264
124	1.24264
125	1.24772
126	1.24772
127	1.24772
