16	1.01077
24	1.01239
32	1.01239
40	1.01239
48	1.02002
56	1.02105
64	1.02105
72	1.0225
80	1.03008
88	1.03008
96	1.03008
104	1.03008
112	1.0334
120	1.0334
128	1.03346
136	1.03673
144	1.03675
152	1.03675
160	1.03698
168	1.03738
176	1.04105
184	1.04105
192	1.04105
200	1.04105
208	1.04311
216	1.04746
224	1.04746
232	1.04746
240	1.05346
248	1.05537
256	1.05537
264	1.05537
272	1.05776
280	1.05776
288	1.05776
296	1.05776
304	1.05794
312	1.05794
320	1.06121
328	1.06121
336	1.06678
344	1.06678
352	1.07078
360	1.07078
368	1.07521
376	1.07521
384	1.07521
392	1.07568
400	1.07597
408	1.07729
416	1.08388
424	1.08388
432	1.08796
440	1.08969
448	1.08969
456	1.09248
464	1.09248
472	1.09538
480	1.09769
488	1.10247
496	1.10247
504	1.10247
512	1.10247
520	1.10532
528	1.10532
536	1.10616
544	1.10616
552	1.10616
560	1.10616
568	1.10672
576	1.10884
584	1.10884
592	1.10884
600	1.10992
608	1.10992
616	1.11076
624	1.11185
632	1.11235
640	1.11277
